機構名稱,機構代碼,地址全址,特約服務項目,機構電話,電子郵件,機構負責人姓名,特約起日,特約迄日,最後異動時間
屏東縣全齡社會福利慈善協會附設私立全齡綜合長照機構,4N1600001,屏東縣長治鄉進興村13鄰下寮巷36號,喘息服務,09-35428169,a7370@ms29.hinet.net,陳宗元,20211229,20231231,20230817 14:37:19
屏東縣全齡社會福利慈善協會附設私立全齡綜合長照機構,4N1600001,屏東縣長治鄉進興村13鄰下寮巷36號,喘息服務,09-35428169,a7370@ms29.hinet.net,陳宗元,20240101,20261231,20240102 11:55:59
屏東縣私立心青華居家長照機構,1X1600052,屏東縣屏東市清溪里大武路249號1樓,居家服務,08-7518128,a0908952553@gmail.com,林青穀,20230130,20231231,20230131 09:25:37
新竹市私立好事居家長照機構,1X0500010,新竹市北區大同里中正路107號4樓之9,居家服務,980866051,qa3854335@gmail.com,戴于婷,20250101,20271231,20250204 13:36:32
信賢藥局有限公司,BB0800012,臺中市太平區中山路二段327號,輔具及居家無障礙環境服務,04-23930685,shin_shian@yahoo.com.tw,吳景煜,20240701,20270630,20240730 16:32:36
民生藥局,BB0800022,臺中市大雅區民生路一段221號1樓,輔具及居家無障礙環境服務,04-25662229,gt06435@greattree.com.tw,洪曼鈞,20240701,20270630,20240625 18:55:34
河南丁丁藥局,BB0800023,臺中市西屯區河南路4段191號,輔具及居家無障礙環境服務,04-2251-1658,leo40236116@gmail.com,陳宏鼎,20240701,20270630,20240805 10:59:56
正唯健康產業有限公司附設雲林縣私立正唯居家長照機構,1N1100019,雲林縣虎尾鎮林森路一段486號5樓之2,居家服務,05-6934908,Zwhealth2022@gmail.com,黃思閔,20220810,20261231,20240916 11:05:50
秀傳醫療社團法人附設彰化縣私立秀傳居家長照機構,1R0900004,彰化縣彰化市南?里中山路一段556巷27號1樓,居家服務,04-7137039,homecareshow@gmail.com,黃士維,20220301,20261231,20231230 10:12:16
微笑關懷健康有限公司附設新北市私立馨悅居家長照機構,1V0200065,新北市永和區福和路309巷20弄9號1樓,居家服務,02-7755-1299,smilecarehealth@gmail.com,劉家豪,20220324,20241231,20220329 11:18:25
永樂長照有限公司附設雲林縣私立永樂居家式長期照顧服務機構,1N1100016,雲林縣斗南鎮南昌西路260巷12號,喘息服務,55952333,yonglehome@gmail.com,葉珮珊,20240830,20261231,20240902 19:24:10
臺中市私立健豐社區長照機構,2X0800055,臺中市后里區墩東里16鄰福德路161巷13號1樓,日間照顧服務,911784779,hr1060701@gmail.com,邱良夷,20250101,20271231,20250313 15:51:55
臺中市私立健豐社區長照機構,2X0800055,臺中市后里區墩東里16鄰福德路161巷13號1樓,日間照顧服務,911784779,hr1060701@gmail.com,邱良夷,20220408,20241231,20230719 08:29:19
欣然銀髮發展服務事業股份有限公司私立欣然社區長照機構,4V0100001,臺北市大同區星明里寧夏路32號4樓,日間照顧服務,2550-3500,xr85099741@gmail.com,吳紹涵,20240101,20261231,20240102 11:21:21
財團法人新北市大樹社會福利基金會附設新北市私立林口仁愛綜合長照機構,4S0200003,新北市林口區仁愛里文化一路一段137號1樓,日間照顧服務,02-26068117,jenai201410@gmail.com,鄭文洲,20250101,20271231,20241205 15:44:31
財團法人新北市大樹社會福利基金會附設新北市私立林口仁愛綜合長照機構,4S0200003,新北市林口區仁愛里文化一路一段137號1樓,喘息服務,02-26068117,jenai201410@gmail.com,鄭文洲,20250101,20271231,20241205 15:45:35
財團法人新北市大樹社會福利基金會附設新北市私立林口仁愛綜合長照機構,4S0200003,新北市林口區仁愛里文化一路一段137號1樓,喘息服務,02-26068117,jenai201410@gmail.com,鄭文洲,20220101,20241231,20240131 10:33:58
社團法人台灣比較刑法學會附設臺北市私立誠實居家長照機構,1R0100041,臺北市中正區黎明里重慶南路3段42之3號2樓,居家服務,02-77515512,tsocclserver@gmail.com,李金定,20240101,20241231,20231229 09:49:29
善誠健康事業股份有限公司附設新北市私立善誠居家長照機構,1V0200067,新北市板橋區長江路二段142號1樓,居家服務,0917-500-935,ltcservice@suncherish.com.tw,林仁德,20250101,20271231,20241220 09:45:29
善誠健康事業股份有限公司附設新北市私立善誠居家長照機構,1V0200067,新北市板橋區長江路二段142號1樓,喘息服務,0917-500-935,ltcservice@suncherish.com.tw,林仁德,20250101,20271231,20241220 09:46:07
善誠健康事業股份有限公司附設新北市私立善誠居家長照機構,1V0200067,新北市板橋區長江路二段142號1樓,喘息服務,0917-500-935,ltcservice@suncherish.com.tw,林仁德,20220420,20241231,20220422 15:46:34
(新北)吉盛交通股份有限公司,BA0100028,臺北市北投區育仁路155之1號2樓,社區式交通接送服務(BD03),02-28280333,sammi@sharecar.tw,吳大鴻,20220101,20241231,20221219 10:22:16
權家有限公司附設高雄市私立權家居家長照機構,1V1500049,高雄市美濃區東門里永安路20-5號(1F),居家服務,07-6810225,cyuanjiae@gmail.com,劉子銘,20230101,20240630,20231219 11:12:16
社團法人台灣樂活服務發展協會附設臺北市私立樂活居家長照機構,1R0100037,臺北市大安區通化里信義路4段306號2樓L1室,居家服務,27552733,happy@happylife.org.tw,馬瑞辰,20240101,20241231,20231229 16:40:48
財團法人私立廣恩老人養護中心附設臺北市私立松山健康社區長照機構,2S0100023,臺北市松山區健康路225巷11號1樓,小規模多機能服務,27568777,gndc_ss@guannenn.org.tw,林偉峰,20240101,20241231,20250204 15:49:56
臺南市私立大馨居家長照機構,1X1400032,臺南市善化區小新里小新營227號1樓,居家服務,06-5836960,dahshin6960@gmail.com,廖韋恩,20211105,20270228,20240321 14:39:18
臺南市私立大馨居家長照機構,1X1400032,臺南市善化區小新里小新營227號1樓,喘息服務,06-5836960,dahshin6960@gmail.com,廖韋恩,20211115,20270228,20240321 14:39:07
心適長照有限公司附設臺南市私立心適居家長照機構,1V1400051,臺南市安平區億載里永華十一街17巷37號1-2樓,喘息服務,0929-168186,xinshilongcare@gmail.com,吳俊德,20220715,20270228,20240321 14:41:31
高雄市私立正義居家長照機構,1X1500092,高雄市燕巢區西燕里中西路71巷5號1樓,居家服務,07-6161756,Ioueou6161756@gmail.com,邱琮凱,20221011,20240630,20231230 18:28:50
嘉義縣私立朋悅居家長照機構,1X1300003,嘉義縣民雄鄉文隆村2鄰鴨母?2-48號1樓,居家服務,05-2060553,pengyue880@gmail.com,陳宥羚,20211213,20251231,20240104 08:53:50
高雄市私立金禾居家長照機構,1X1500093,高雄市楠梓區清豐里土庫三路285號1樓,居家服務,07-9721987,Jinhekh2021@gmail.com,?資婷,20240701,20261231,20240630 17:17:18
高雄市私立金禾居家長照機構,1X1500093,高雄市楠梓區清豐里土庫三路285號1樓,喘息服務,07-9721987,Jinhekh2021@gmail.com,?資婷,20240701,20261231,20240630 17:18:08
芯薏企業有限公司附設桃園市私立芯薏居家長照機構,1R0400012,桃園市桃園區中平路98號3樓之3,喘息服務,0917-944249,sine1101216@gmail.com,莊安如,20231225,20251231,20231229 10:19:36
高雄市私立紫觀居家長照機構,1X1500095,高雄市林園區林園里東林西路298巷96之2號1樓,居家服務,07-6417992,a0936988908@gmail.com,林張觀華,20230410,20240630,20231219 11:54:45
富凱健康事業有限公司附設高雄市私立信輝居家長照機構,1V1500052,高雄市前鎮區興中里二聖二路149號1樓,居家服務,7217799,fukai3223577@gmail.com,鄭麗玉,20240701,20261231,20240627 18:39:05
屏東縣私立萬金社區長照機構,2X1600040,屏東縣萬巒鄉五溝村西盛路1之8號,家庭托顧服務,09-29629818,a0979361898@gmail.com,蕭淑芬,20220216,20231231,20220217 13:57:30
群庭有限公司私立幸福田社區長照機構,2V1200001,嘉義市東區荖藤里8鄰忠孝路790號之1、790號之2二樓,喘息服務,05-2210081,happiness790790@gmail.com,許?程,20220207,20261231,20240628 14:34:24
嘉陞健康事業股份有限公司附設新北市私立嘉陞居家長照機構,1R0200037,新北市三重區錦通里重陽路2段46號1樓,居家服務,2974-6671,goodcare0001@gmail.com,黃海同,20220112,20241231,20220126 15:23:26
嘉陞健康事業股份有限公司附設新北市私立嘉陞居家長照機構,1R0200037,新北市三重區錦通里重陽路2段46號1樓,居家服務,2974-6671,goodcare0001@gmail.com,黃海同,20250101,20271231,20241223 14:23:48
財團法人私立廣恩老人養護中心附設臺北市私立松山健康社區長照機構,2S0100023,臺北市松山區健康路225巷11號1樓,喘息服務,27568777,gndc_ss@guannenn.org.tw,林偉峰,20211018,20241231,20221229 23:05:26
臺北市私立吃吃社區長照機構,2X0100010,臺北市內湖區金瑞里台北市內湖區內湖路三段280號1樓,日間照顧服務,926085427,jay3761000@gmail.com,黃節,20220101,20231231,20220211 17:41:55
青松健康股份有限公司附設私立益豐綜合長照機構,4V0800012,臺中市南屯區新生里002鄰益豐路四段387號2樓之2,喘息服務,04-23891828,chenpen990124@gmail.com,陳謀,20220101,20241231,20230628 13:28:29
青松健康股份有限公司附設私立益豐綜合長照機構,4V0800012,臺中市南屯區新生里002鄰益豐路四段387號2樓之2,喘息服務,04-23891828,chenpen990124@gmail.com,陳謀,20250101,20271231,20250122 13:36:02
惠安股份有限公司附設臺中市私立惠安居家長照機構,1S0800033,臺中市梧棲區文化里016鄰民生街2之63號1樓,居家服務,0982-732605,a6567003@yahoo.com.tw,蔡元騰,20250101,20271231,20241225 13:09:48
財團法人老五老基金會附設臺中市私立北屯居家長照機構,1S0800034,臺中市北屯區松勇里016鄰松山街77號1樓,居家服務,04-22370006,cocobaby@ofo.org.tw,陳麗欣,20250101,20271231,20250109 13:28:44
大中華國際租賃有限公司,BA0100027,臺北市南港區重陽路318號,交通接送服務,(02)2652-2665,greater.china.austin@gmail.com,鄭紹宏,20210701,20221231,20210720 13:42:48
光祐有限公司附設花蓮縣光祐私立居家式服務類長期照顧服務機構,1R1800004,花蓮縣花蓮市國聯里國聯三路53號9樓之1,喘息服務,985262176,ai1928372002@gmail.com,劉俋陞,20220101,20261231,20240611 17:54:21
千樂長照有限公司附設澎湖縣私立千賀居家長照機構,1V2000001,澎湖縣馬公市石泉里2之51號,喘息服務,06-9217895,chiga6716@gmail.com,羅承妤,20240625,20251231,20241205 14:13:13
屏東縣私立宥安心居家長照機構,1X1600039,屏東縣新園鄉仙吉村仙隆路49巷63號1樓,喘息服務,08-8686129,yas49631@gmail.com,謝容澧,20220207,20231231,20220207 16:52:07
財團法人彰化縣私立秀和慈善事業基金會附設彰化縣私立花壇秀和苑社區長照機構,2S0900014,彰化縣花壇鄉永春村3鄰長青路25號,喘息服務,04-7882779,showhuo2021@gmail.com,陳梅鳳,20220101,20261231,20231228 12:03:10
高雄市私立和興居家長照機構,1X1500090,高雄市小港區桂陽路309巷5號1樓,喘息服務,77931609,HC91497704@gmail.com,陳湘蓁,20230101,20240630,20231230 18:05:42
彰化縣私立上桔居家長照機構,1X0900019,彰化縣鹿港鎮街尾里新興街160號1樓,居家服務,04-7786283,fan6042@gmail.com,黃碧娟,20211015,20211231,20211013 11:35:21
財團法人台中市私立真愛社會福利慈善事業基金會附設私立共好社區長照機構,2S0800032,臺中市大里區新里里13鄰鄰永隆路132號2樓,喘息服務,04-24062622,tctl.tctl@msa.hinet.net,李?彥,20250101,20271231,20241212 17:16:48
松霖居健康事業股份有限公司附設私立松霖居居家長照機構,1V0800063,臺中市清水區秀水里023鄰中清路九段456號1樓,喘息服務,26261091,songlinju.daycare@gmail.com,蕭逸安,20250101,20271231,20250122 11:22:02
臺南市仁德區衛生所,B21400132,臺南市仁德區仁德里中山路606巷2號,居家失能個案家庭醫師照護服務,06-7030852#212,tnsjths@tncghb.gov.tw,江建霖,20220301,20270228,20240308 15:10:43
大齡長照服務事業有限公司,BA1100006,雲林縣二崙鄉湳仔村湳子路198-7號1樓,交通接送服務(DA01),05-5988377,jerry.sram@gmail.com,何金滿,20230101,20261231,20241017 14:08:15
新竹市私立好事居家長照機構,1X0500010,新竹市北區大同里中正路107號4樓之9,喘息服務,980866051,qa3854335@gmail.com,戴于婷,20250101,20271231,20250204 13:36:10
呼呼睡美夢股份有限公司台中七期店,BB0800004,臺中市西屯區何安里文心路三段49、51號,輔具及居家無障礙環境服務,921488451,info@purrrus.com,黃武士,20240625,20270630,20240716 14:53:13
呼呼睡美夢股份有限公司台中七期店,BB0800004,臺中市西屯區何安里文心路三段49、51號,輔具及居家無障礙環境服務,921488451,info@purrrus.com,黃武士,20220701,20240624,20240716 14:57:33
臺北市私立千意居家長照機構,1X0100038,臺北市松山區中崙里復興南路一段37號2樓,居家服務,27786287,cianyi6287@gmail.com,楊歆研,20230306,20231231,20230303 18:15:07
南屯丁丁藥局,BB0800041,臺中市南屯區五權西路二段218號1樓,輔具及居家無障礙環境服務,04-3601-5077,leo24@norbelbaby.com.tw,劉孝懷,20240701,20270630,20240805 11:12:25
毅家醫療輔具有限公司,BB0900004,彰化縣和美鎮和港路319號,輔具及居家無障礙環境服務,04-7576112,yijumedical@gmail.com,曾俊隆,20240701,20270630,20240827 07:44:40
新東華銀髮事業有限公司附設南投縣私立珍寶居家長照機構,1V1000009,南投縣竹山鎮延祥里集山路三段258號1樓,喘息服務,982138969,pisces2207@yahoo.com.tw,王珮綺,20230101,20231231,20221230 21:24:33
統醫醫療器材股份有限公司,BB0800067,臺中市大里區東榮路481號,輔具及居家無障礙環境服務,04-24824969,a0982682766@gmail.com,潘正義,20240701,20270630,20240704 19:39:59
臺南市私立沁恩居家長照機構,1X1400051,臺南市歸仁區後市里民族北街25號1樓,喘息服務,(06)203-3230,qin1110725@gmail.com,鄭麗珍,20221101,20270228,20240329 11:42:23
杏一醫療用品股份有限公司大千院內門市部,BB0700004,苗栗縣苗栗市信義街36號,輔具及居家無障礙環境服務,(037)354-317,B219@medfirst.com.tw,陳麗如,20240701,20270630,20240819 17:44:03
杏一醫療用品股份有限公司亞大院外門市部,BB0800116,臺中市霧峰區福新路209號,輔具及居家無障礙環境服務,(04)2330-3078,B344@medfirst.com.tw,陳麗如,20240701,20270630,20240821 09:21:52
杏一醫療用品股份有限公司北區文心門市部,BB0800118,臺中市北區文心路四段210之8號1、2樓,輔具及居家無障礙環境服務,(04)2299-3847,B355@medfirst.com.tw,陳麗如,20240701,20270630,20240821 09:28:04
微笑關懷健康有限公司附設新北市私立馨悅居家長照機構,1V0200065,新北市永和區福和路309巷20弄9號1樓,喘息服務,02-7755-1299,smilecarehealth@gmail.com,劉家豪,20220324,20241231,20220329 11:18:58
天主教耕莘醫療財團法人附設新北市私立新店央北社區長照機構,2U0200001,新北市新店區和平里008鄰中山路137號2樓之1,日間照顧服務,2219-3166,yangbeidaycare@gmail.com,鍾安住,20250101,20271231,20241227 15:38:12
多加股份有限公司附設臺中市私立以諾平安居永春棧社區長照機構,2V0800019,臺中市南屯區永定里永春東七路655號1-2樓,喘息服務,04-23899797,a0912611361@gmail.com,賴清豐,20250101,20271231,20250122 17:34:56
多加股份有限公司附設臺中市私立以諾平安居永春棧社區長照機構,2V0800019,臺中市南屯區永定里永春東七路655號1-2樓,喘息服務,04-23899797,a0912611361@gmail.com,賴清豐,20230808,20241231,20240111 11:41:30
玨心為爾股份有限公司附設臺北市私立六十三社區長照機構,2V0100003,臺北市大安區仁慈里信義路4段63號3樓,日間照顧服務,2325-0630,ella0728kao@gmail.com,林桂惠,20220504,20231231,20220510 17:13:09
